zip,date,rent
94103,2022-10,3286.258485618728
94131,2022-10,3423.5132750249604
94132,2022-10,3210.0363031184374
94107,2022-10,3364.946737160182
94133,2022-10,3128.525794450065
94123,2022-10,3413.165546557042
94127,2022-10,3210.0363031184374
94105,2022-10,3738.063373275913
94108,2022-10,2704.496218557049
94158,2022-10,4050.896141187324
94129,2022-10,3210.0363031184374
94112,2022-11,3194.386005109147
94110,2022-11,3495.833664992562
94122,2022-11,3023.3486907801657
94109,2022-11,2665.7670298649587
94116,2022-11,2743.4146980764604
94117,2022-11,3249.753893361046
94118,2022-11,2937.97017972175
94121,2022-11,2846.36275309294
94124,2022-11,3207.919877656703
94114,2022-11,3475.847339620115
94102,2022-11,2739.884190996825
94115,2022-11,3161.043959855479
94103,2022-11,3270.9841216901914
94131,2022-11,3422.437740255732
94132,2022-11,3180.4004513700515
94107,2022-11,3296.869654706164
94133,2022-11,3138.108903223821
94123,2022-11,3386.414736380573
94127,2022-11,3180.4004513700515
94105,2022-11,3695.831798022367
94108,2022-11,2729.93658016738
94158,2022-11,3925.893209826651
94129,2022-11,3180.4004513700515
94112,2022-12,3194.332610731453
94110,2022-12,3453.364785414185
94122,2022-12,2991.5831396602803
94109,2022-12,2639.44906547392
94116,2022-12,2791.4616959702844
94117,2022-12,3212.8253509045235
94118,2022-12,2928.131317653905
94121,2022-12,2898.590405121086
94124,2022-12,3330.925944672188
94114,2022-12,3475.6564685064614
94102,2022-12,2719.5922878153187
94115,2022-12,3100.8513839213165
94103,2022-12,3263.563374140173
94131,2022-12,3396.1533823433383
94132,2022-12,3168.517428941103
94107,2022-12,3241.9211921287665
94133,2022-12,3141.414578247005
94123,2022-12,3373.6708129511826
94127,2022-12,3168.517428941103
94105,2022-12,3675.936998971312
94108,2022-12,2736.4856087753474
94158,2022-12,3804.438175420009
94129,2022-12,3168.517428941103
94112,2023-01,3185.506743790256
94110,2023-01,3398.805799193424
94122,2023-01,2986.641943834685
94109,2023-01,2608.1462534070547
94116,2023-01,2780.86973236982
94117,2023-01,3208.4712596600184
94118,2023-01,2914.756955889552
94121,2023-01,2894.256632649997
94124,2023-01,3404.2572902111915
94114,2023-01,3476.8565484010046
94102,2023-01,2706.236149998868
94115,2023-01,3072.423391645634
94103,2023-01,3231.527222678949
94131,2023-01,3364.058844770516
94132,2023-01,3159.951482043559
94107,2023-01,3258.1548369614484
94133,2023-01,3123.520557102269
94123,2023-01,3391.9655511869832
94127,2023-01,3159.951482043559
94105,2023-01,3647.688579681606
94108,2023-01,2748.318552321882
94158,2023-01,3796.566795116005
94129,2023-01,3159.951482043559
94112,2023-02,3352.3478874071748
94110,2023-02,3401.2603681504074
94122,2023-02,2990.800414241544
94109,2023-02,2605.876537346932
94116,2023-02,2849.595210836416
94117,2023-02,3233.1555932103643
94118,2023-02,2923.991463017197
94121,2023-02,2907.492921768016
94124,2023-02,3488.039691405273
94114,2023-02,3464.4550689642806
94102,2023-02,2702.377999173095
94115,2023-02,3051.072249142216
94103,2023-02,3199.264163704197
94131,2023-02,3348.346490712783
94132,2023-02,3176.715108104934
94107,2023-02,3274.9045501377823
94133,2023-02,3107.867357699435
94123,2023-02,3425.6615189535883
94127,2023-02,3176.715108104934
94105,2023-02,3634.450711655099
94108,2023-02,2707.566165500954
94158,2023-02,3865.775799071937
94129,2023-02,3176.715108104934
94112,2023-03,3413.5308003006216
94110,2023-03,3415.506748876673
94122,2023-03,3006.8034576463483
94109,2023-03,2608.725966138126
94116,2023-03,2827.639579869633
94117,2023-03,3251.737664829765
94118,2023-03,2916.8648178701933
94121,2023-03,2925.898728712935
94124,2023-03,3359.964464360156
94114,2023-03,3472.6130871366995
94102,2023-03,2750.2116706152733
94115,2023-03,3093.288263579602
94103,2023-03,3213.3160995632093
94131,2023-03,3398.568326239572
94132,2023-03,3187.6435174157623
94107,2023-03,3316.5819641523294
94133,2023-03,3077.6729266175103
94123,2023-03,3439.610397651645
94127,2023-03,3187.6435174157623
94105,2023-03,3626.928388346774
94108,2023-03,2674.040411044266
94158,2023-03,3963.366584763916
94129,2023-03,3187.6435174157623
94112,2023-04,3408.1368662869936
94110,2023-04,3438.284808663427
94122,2023-04,3019.650285509289
94109,2023-04,2601.608050659868
94116,2023-04,2806.2478454284146
94117,2023-04,3267.218961282788
94118,2023-04,2923.662674385402
94121,2023-04,2914.0874706813306
94124,2023-04,3221.89464996198
94114,2023-04,3496.195814127738
94102,2023-04,2758.716631906725
94115,2023-04,3082.7748859744584
94103,2023-04,3193.034398446688
94131,2023-04,3418.4036637544127
94132,2023-04,3180.953896616513
94107,2023-04,3311.93225283382
94133,2023-04,3086.45018090893
94123,2023-04,3425.532994110763
94127,2023-04,3180.953896616513
94105,2023-04,3612.362662205228
94108,2023-04,2674.810004369539
94158,2023-04,3958.072830832468
94129,2023-04,3180.953896616513
94112,2023-05,3392.8564480898112
94110,2023-05,3446.90171155
94122,2023-05,3025.3363515769565
94109,2023-05,2594.87983822566
94116,2023-05,2773.1683759643247
94117,2023-05,3277.278377139691
94118,2023-05,2935.3192781834805
94121,2023-05,2928.719041668492
94124,2023-05,3185.620189694408
94114,2023-05,3539.46837633946
94102,2023-05,2754.2915179820075
94115,2023-05,3122.050745490196
94103,2023-05,3220.832715019049
94131,2023-05,3451.6458878196227
94132,2023-05,3184.836586093414
94107,2023-05,3301.606038965307
94133,2023-05,3130.831321962058
94123,2023-05,3436.0395973437253
94127,2023-05,3184.836586093414
94105,2023-05,3591.5469170030283
94108,2023-05,2667.358702134245
94158,2023-05,3920.980289716756
94129,2023-05,3184.836586093414
94112,2023-06,3348.6655058190845
94110,2023-06,3462.705558271132
94122,2023-06,3027.0950516948005
94109,2023-06,2607.5326530484663
94116,2023-06,2778.117304277453
94117,2023-06,3303.360987967362
94118,2023-06,2966.377325215392
94121,2023-06,2916.402657421502
94124,2023-06,3205.578773453168
94114,2023-06,3542.719334464261
94102,2023-06,2724.318258859474
94115,2023-06,3137.17183557738
94103,2023-06,3206.5788704743427
94131,2023-06,3450.8949925170023
94132,2023-06,3187.6105334450217
